dataset,status,impl,positive_set_size,negative_set_size,number_of_queries,build_time_us,query_time_us,memory_bytes,total_output_len
37_training,OK,naive,450,558,30382,228,4333,115104,115563
37_training,OK,precomp,450,558,30382,18281,3616,4715476,116371
37_training,OK,sqrt,450,558,30382,9156,3941,2520952,116451
37_training,OK,naive,450,558,30382,259,5045,115104,115563
37_training,OK,precomp,450,558,30382,18148,3572,4715476,116371
37_training,OK,sqrt,450,558,30382,9108,3110,2520952,116451
37_training,OK,naive,450,558,30382,224,4242,115104,115563
37_training,OK,precomp,450,558,30382,18322,3574,4715476,116371
37_training,OK,sqrt,450,558,30382,8331,3210,2520952,116451
38_training,OK,naive,519,500,32084,226,4099,115104,124979
38_training,OK,precomp,519,500,32084,20353,3789,5298864,124859
38_training,OK,sqrt,519,500,32084,12256,7097,2940692,124986
38_training,OK,naive,519,500,32084,543,4541,115104,124979
38_training,OK,precomp,519,500,32084,20729,3758,5298864,124859
38_training,OK,sqrt,519,500,32084,9559,3424,2940692,124986
38_training,OK,naive,519,500,32084,283,5509,115104,124979
38_training,OK,precomp,519,500,32084,39154,11663,5298864,124859
38_training,OK,sqrt,519,500,32084,13373,3925,2940692,124986
38_training,OK,naive,519,500,32084,291,4004,115104,124979
38_training,OK,precomp,519,500,32084,20441,3797,5298864,124859
38_training,OK,sqrt,519,500,32084,9526,3456,2940692,124986
39_training,OK,naive,741,587,39518,364,5568,172640,142884
39_training,OK,precomp,741,587,39518,29915,4889,6529800,143836
39_training,OK,sqrt,741,587,39518,12403,4028,3446124,144711
39_training,OK,naive,741,587,39518,354,5484,172640,142884
39_training,OK,precomp,741,587,39518,29761,4751,6529800,143836
39_training,OK,sqrt,741,587,39518,12095,4073,3446124,144711
39_training,OK,naive,741,587,39518,280,5425,172640,142884
39_training,OK,precomp,741,587,39518,29888,5077,6529800,143836
39_training,OK,sqrt,741,587,39518,12133,4062,3446124,144711
39_training,OK,naive,741,587,39518,350,5494,172640,142884
39_training,OK,precomp,741,587,39518,28298,4586,6529800,143836
39_training,OK,sqrt,741,587,39518,11824,4366,3446124,144711
40_training,OK,naive,522,534,28430,508,4819,172640,104651
40_training,OK,precomp,522,534,28430,22433,3804,5882712,104546
40_training,OK,sqrt,522,534,28430,11509,3381,3457148,104642
40_training,OK,naive,522,534,28430,276,4054,172640,104651
40_training,OK,precomp,522,534,28430,22724,3864,5882712,104546
40_training,OK,sqrt,522,534,28430,11404,3519,3457148,104642
40_training,OK,naive,522,534,28430,289,4169,172640,104651
40_training,OK,precomp,522,534,28430,22937,3971,5882712,104546
40_training,OK,sqrt,522,534,28430,11224,3464,3457148,104642
40_training,OK,naive,522,534,28430,276,4055,172640,104651
40_training,OK,precomp,522,534,28430,22840,4197,5882712,104546
40_training,OK,sqrt,522,534,28430,11277,3447,3457148,104642
41_training,OK,naive,9324,5643,34396,3229,10109,1310880,150535
41_training,OK,precomp,9324,5643,34396,4783792,17568,330851144,149184
41_training,OK,sqrt,9324,5643,34396,155371,11496,29235468,150327
41_training,OK,naive,9324,5643,34396,3267,10042,1310880,150535
41_training,OK,precomp,9324,5643,34396,4651069,14904,330851144,149184
41_training,OK,sqrt,9324,5643,34396,129540,13568,29235468,150327
41_training,OK,naive,9324,5643,34396,3143,9797,1310880,150535
41_training,OK,precomp,9324,5643,34396,4750691,13608,330851144,149184
41_training,OK,sqrt,9324,5643,34396,178411,12818,29235468,150327
41_training,OK,naive,9324,5643,34396,3095,10075,1310880,150535
41_training,OK,precomp,9324,5643,34396,4740519,14509,330851144,149184
41_training,OK,sqrt,9324,5643,34396,186430,11513,29235468,150327
42_training,OK,naive,8799,5281,26301,2463,7037,1310880,114203
42_training,OK,precomp,8799,5281,26301,2953609,9499,177280288,113216
42_training,OK,sqrt,8799,5281,26301,116098,8639,26074820,114941
42_training,OK,naive,8799,5281,26301,2330,6877,1310880,114203
42_training,OK,precomp,8799,5281,26301,2700619,9516,177280288,113216
42_training,OK,sqrt,8799,5281,26301,144249,8841,26074820,114941
42_training,OK,naive,8799,5281,26301,2355,7082,1310880,114203
42_training,OK,precomp,8799,5281,26301,2909685,10186,177280288,113216
42_training,OK,sqrt,8799,5281,26301,123275,9301,26074820,114941
42_training,OK,naive,8799,5281,26301,2150,6941,1310880,114203
42_training,OK,precomp,8799,5281,26301,2752757,9291,177280288,113216
42_training,OK,sqrt,8799,5281,26301,151006,9769,26074820,114941
43_training,OK,naive,8948,5282,20902,6460,10486,1966304,96343
43_training,OK,precomp,8948,5282,20902,4641081,11887,324152692,95804
43_training,OK,sqrt,8948,5282,20902,219185,10451,41177480,96359
43_training,OK,naive,8948,5282,20902,4039,7620,1966304,96343
43_training,OK,precomp,8948,5282,20902,4476180,13007,324152692,95804
43_training,OK,sqrt,8948,5282,20902,205213,10609,41177480,96359
43_training,OK,naive,8948,5282,20902,4169,7574,1966304,96343
43_training,OK,precomp,8948,5282,20902,4517301,13363,324152692,95804
43_training,OK,sqrt,8948,5282,20902,216986,10847,41177480,96359
43_training,OK,naive,8948,5282,20902,4916,8305,1966304,96343
43_training,OK,precomp,8948,5282,20902,4523032,12895,324152692,95804
43_training,OK,sqrt,8948,5282,20902,212202,12168,41177480,96359
44_training,OK,naive,5984,5720,43945,1616,11066,582624,166998
44_training,OK,precomp,5984,5720,43945,2012639,23829,108814808,162253
44_training,OK,sqrt,5984,5720,43945,60286,9399,13138540,166463
44_training,OK,naive,5984,5720,43945,1346,10400,582624,166998
44_training,OK,precomp,5984,5720,43945,1885071,11045,108814808,162253
44_training,OK,sqrt,5984,5720,43945,96555,22949,13138540,166463
44_training,OK,naive,5984,5720,43945,2627,23202,582624,166998
44_training,OK,precomp,5984,5720,43945,1849770,10204,108814808,162253
44_training,OK,sqrt,5984,5720,43945,95058,9498,13138540,166463
44_training,OK,naive,5984,5720,43945,1991,19597,582624,166998
44_training,OK,precomp,5984,5720,43945,1829666,11060,108814808,162253
44_training,OK,sqrt,5984,5720,43945,67580,9953,13138540,166463
45_training,OK,naive,8895,5254,26737,2933,8203,1310880,117975
45_training,OK,precomp,8895,5254,26737,3353549,11806,222011848,117084
45_training,OK,sqrt,8895,5254,26737,172102,10397,29266796,118576
45_training,OK,naive,8895,5254,26737,2880,8279,1310880,117975
45_training,OK,precomp,8895,5254,26737,3405866,10993,222011848,117084
45_training,OK,sqrt,8895,5254,26737,116936,8981,29266796,118576
45_training,OK,naive,8895,5254,26737,2736,7866,1310880,117975
45_training,OK,precomp,8895,5254,26737,3213188,10965,222011848,117084
45_training,OK,sqrt,8895,5254,26737,121297,9549,29266796,118576
45_training,OK,naive,8895,5254,26737,2629,7989,1310880,117975
45_training,OK,precomp,8895,5254,26737,3239702,11116,222011848,117084
45_training,OK,sqrt,8895,5254,26737,124882,8944,29266796,118576
46_training,OK,naive,3605,2149,33754,1103,6522,582624,120914
46_training,OK,precomp,3605,2149,33754,444800,6917,49044236,120339
46_training,OK,sqrt,3605,2149,33754,45297,5402,11676128,121180
46_training,OK,naive,3605,2149,33754,1012,6592,582624,120914
46_training,OK,precomp,3605,2149,33754,451998,8672,49044236,120339
46_training,OK,sqrt,3605,2149,33754,54851,6472,11676128,121180
46_training,OK,naive,3605,2149,33754,1055,7185,582624,120914
46_training,OK,precomp,3605,2149,33754,489712,8693,49044236,120339
46_training,OK,sqrt,3605,2149,33754,71997,6281,11676128,121180
46_training,OK,naive,3605,2149,33754,1326,14623,582624,120914
46_training,OK,precomp,3605,2149,33754,465303,6951,49044236,120339
46_training,OK,sqrt,3605,2149,33754,89740,13867,11676128,121180
47_training,OK,naive,3000,2367,35108,1370,11135,388416,146599
47_training,OK,precomp,3000,2367,35108,473672,8000,46078352,145070
47_training,OK,sqrt,3000,2367,35108,34592,6103,8794964,146119
47_training,OK,naive,3000,2367,35108,915,6334,388416,146599
47_training,OK,precomp,3000,2367,35108,510157,7763,46078352,145070
47_training,OK,sqrt,3000,2367,35108,76028,13114,8794964,146119
47_training,OK,naive,3000,2367,35108,911,12221,388416,146599
47_training,OK,precomp,3000,2367,35108,489516,7539,46078352,145070
47_training,OK,sqrt,3000,2367,35108,62051,6575,8794964,146119
47_training,OK,naive,3000,2367,35108,2305,16840,388416,146599
47_training,OK,precomp,3000,2367,35108,497209,7750,46078352,145070
47_training,OK,sqrt,3000,2367,35108,35946,6211,8794964,146119
48_training,OK,naive,2587,2404,35921,778,6513,388416,137142
48_training,OK,precomp,2587,2404,35921,341208,7370,30558468,137296
48_training,OK,sqrt,2587,2404,35921,29736,5765,8127160,137819
48_training,OK,naive,2587,2404,35921,826,6608,388416,137142
48_training,OK,precomp,2587,2404,35921,332041,7195,30558468,137296
48_training,OK,sqrt,2587,2404,35921,76596,11394,8127160,137819
48_training,OK,naive,2587,2404,35921,1239,7636,388416,137142
48_training,OK,precomp,2587,2404,35921,464260,7323,30558468,137296
48_training,OK,sqrt,2587,2404,35921,74165,9672,8127160,137819
48_training,OK,naive,2587,2404,35921,761,6690,388416,137142
48_training,OK,precomp,2587,2404,35921,372716,7642,30558468,137296
48_training,OK,sqrt,2587,2404,35921,62956,5866,8127160,137819
49_training,OK,naive,1826,2194,41797,600,9536,258944,145604
49_training,OK,precomp,1826,2194,41797,253460,6337,24991384,143794
49_training,OK,sqrt,1826,2194,41797,25061,5826,5741548,145354
49_training,OK,naive,1826,2194,41797,1082,14492,258944,145604
49_training,OK,precomp,1826,2194,41797,233874,6437,24991384,143794
49_training,OK,sqrt,1826,2194,41797,36901,9785,5741548,145354
49_training,OK,naive,1826,2194,41797,918,9905,258944,145604
49_training,OK,precomp,1826,2194,41797,261570,7701,24991384,143794
49_training,OK,sqrt,1826,2194,41797,51553,11388,5741548,145354
49_training,OK,naive,1826,2194,41797,1044,13497,258944,145604
49_training,OK,precomp,1826,2194,41797,242664,6395,24991384,143794
49_training,OK,sqrt,1826,2194,41797,58015,16531,5741548,145354
50_training,OK,naive,3313,2526,36050,1518,10172,582624,133719
50_training,OK,precomp,3313,2526,36050,651164,9704,59458856,133146
50_training,OK,sqrt,3313,2526,36050,49608,7309,12403724,133836
50_training,OK,naive,3313,2526,36050,1220,8782,582624,133719
50_training,OK,precomp,3313,2526,36050,662949,9330,59458856,133146
50_training,OK,sqrt,3313,2526,36050,52232,7755,12403724,133836
50_training,OK,naive,3313,2526,36050,1089,11016,582624,133719
50_training,OK,precomp,3313,2526,36050,669342,9352,59458856,133146
50_training,OK,sqrt,3313,2526,36050,53002,7262,12403724,133836
50_training,OK,naive,3313,2526,36050,1246,8636,582624,133719
50_training,OK,precomp,3313,2526,36050,721622,8731,59458856,133146
50_training,OK,sqrt,3313,2526,36050,76710,8159,12403724,133836
51_training,OK,naive,1090,1002,45916,831,14064,172640,139808
51_training,OK,precomp,1090,1002,45916,68240,7874,8911664,139486
51_training,OK,sqrt,1090,1002,45916,25422,14743,3525236,140068
51_training,OK,naive,1090,1002,45916,307,6673,172640,139808
51_training,OK,precomp,1090,1002,45916,60314,5138,8911664,139486
51_training,OK,sqrt,1090,1002,45916,12890,4452,3525236,140068
51_training,OK,naive,1090,1002,45916,593,9544,172640,139808
51_training,OK,precomp,1090,1002,45916,71519,4943,8911664,139486
51_training,OK,sqrt,1090,1002,45916,12993,4531,3525236,140068
51_training,OK,naive,1090,1002,45916,372,6350,172640,139808
51_training,OK,precomp,1090,1002,45916,73484,7869,8911664,139486
51_training,OK,sqrt,1090,1002,45916,20278,8949,3525236,140068
52_training,OK,naive,1015,900,37715,518,10285,115104,106697
52_training,OK,precomp,1015,900,37715,24264,3601,5081908,106193
52_training,OK,sqrt,1015,900,37715,8478,3143,2485864,106390
52_training,OK,naive,1015,900,37715,353,4326,115104,106697
52_training,OK,precomp,1015,900,37715,25947,3951,5081908,106193
52_training,OK,sqrt,1015,900,37715,8378,3070,2485864,106390
52_training,OK,naive,1015,900,37715,217,4175,115104,106697
52_training,OK,precomp,1015,900,37715,27090,4553,5081908,106193
52_training,OK,sqrt,1015,900,37715,15106,4903,2485864,106390
52_training,OK,naive,1015,900,37715,508,10241,115104,106697
52_training,OK,precomp,1015,900,37715,25207,3836,5081908,106193
52_training,OK,sqrt,1015,900,37715,8204,3067,2485864,106390
53_training,OK,naive,1274,1239,36788,460,5724,258944,119987
53_training,OK,precomp,1274,1239,36788,157804,5727,16107944,119870
53_training,OK,sqrt,1274,1239,36788,50907,8748,5581708,119850
53_training,OK,naive,1274,1239,36788,1112,9648,258944,119987
53_training,OK,precomp,1274,1239,36788,101650,5364,16107944,119870
53_training,OK,sqrt,1274,1239,36788,31771,10007,5581708,119850
53_training,OK,naive,1274,1239,36788,1398,19290,258944,119987
53_training,OK,precomp,1274,1239,36788,114621,6329,16107944,119870
53_training,OK,sqrt,1274,1239,36788,19912,4755,5581708,119850
53_training,OK,naive,1274,1239,36788,578,5661,258944,119987
53_training,OK,precomp,1274,1239,36788,123349,6121,16107944,119870
53_training,OK,sqrt,1274,1239,36788,19639,4625,5581708,119850
54_training,OK,naive,1095,961,43303,404,5980,172640,150151
54_training,OK,precomp,1095,961,43303,56909,5746,9771640,149909
54_training,OK,sqrt,1095,961,43303,13301,4279,3734108,149987
54_training,OK,naive,1095,961,43303,448,6263,172640,150151
54_training,OK,precomp,1095,961,43303,51913,5240,9771640,149909
54_training,OK,sqrt,1095,961,43303,12870,4244,3734108,149987
54_training,OK,naive,1095,961,43303,1220,14857,172640,150151
54_training,OK,precomp,1095,961,43303,55588,5353,9771640,149909
54_training,OK,sqrt,1095,961,43303,12835,4185,3734108,149987
54_training,OK,naive,1095,961,43303,427,6006,172640,150151
54_training,OK,precomp,1095,961,43303,60109,5737,9771640,149909
54_training,OK,sqrt,1095,961,43303,13000,4269,3734108,149987
55_training,OK,naive,1242,1235,44192,405,7271,172640,150028
55_training,OK,precomp,1242,1235,44192,90851,5523,13817732,149637
55_training,OK,sqrt,1242,1235,44192,16814,8428,4468664,150518
55_training,OK,naive,1242,1235,44192,907,7600,172640,150028
55_training,OK,precomp,1242,1235,44192,93637,6672,13817732,149637
55_training,OK,sqrt,1242,1235,44192,16302,4987,4468664,150518
55_training,OK,naive,1242,1235,44192,407,7353,172640,150028
55_training,OK,precomp,1242,1235,44192,98180,5564,13817732,149637
55_training,OK,sqrt,1242,1235,44192,16039,5025,4468664,150518
55_training,OK,naive,1242,1235,44192,389,7334,172640,150028
55_training,OK,precomp,1242,1235,44192,91607,5609,13817732,149637
55_training,OK,sqrt,1242,1235,44192,16135,5150,4468664,150518
56_training,OK,naive,555,544,28751,286,3204,172640,93770
56_training,OK,precomp,555,544,28751,31356,3558,5834040,93770
56_training,OK,sqrt,555,544,28751,32764,2959,3453612,93770
56_training,OK,naive,555,544,28751,578,6806,172640,93770
56_training,OK,precomp,555,544,28751,34019,5255,5834040,93770
56_training,OK,sqrt,555,544,28751,18668,4987,3453612,93770
56_training,OK,naive,555,544,28751,450,4157,172640,93770
56_training,OK,precomp,555,544,28751,22594,3431,5834040,93770
56_training,OK,sqrt,555,544,28751,16781,2970,3453612,93770
56_training,OK,naive,555,544,28751,573,4831,172640,93770
56_training,OK,precomp,555,544,28751,31137,3946,5834040,93770
56_training,OK,sqrt,555,544,28751,15259,8016,3453612,93770
57_training,OK,naive,413,382,24337,264,3604,115104,100374
57_training,OK,precomp,413,382,24337,13529,3757,3645248,100374
57_training,OK,sqrt,413,382,24337,8248,2570,2481668,100374
57_training,OK,naive,413,382,24337,241,2781,115104,100374
57_training,OK,precomp,413,382,24337,13340,3200,3645248,100374
57_training,OK,sqrt,413,382,24337,8665,2610,2481668,100374
57_training,OK,naive,413,382,24337,230,2790,115104,100374
57_training,OK,precomp,413,382,24337,17017,3390,3645248,100374
57_training,OK,sqrt,413,382,24337,10255,2932,2481668,100374
57_training,OK,naive,413,382,24337,283,3554,115104,100374
57_training,OK,precomp,413,382,24337,18011,4288,3645248,100374
57_training,OK,sqrt,413,382,24337,21686,6254,2481668,100374
58_training,OK,naive,778,598,29995,363,9299,172640,89257
58_training,OK,precomp,778,598,29995,49665,9157,7483132,89257
58_training,OK,sqrt,778,598,29995,35691,4822,4372400,89257
58_training,OK,naive,778,598,29995,992,5405,172640,89257
58_training,OK,precomp,778,598,29995,34652,4088,7483132,89257
58_training,OK,sqrt,778,598,29995,14448,3330,4372400,89257
58_training,OK,naive,778,598,29995,370,3714,172640,89257
58_training,OK,precomp,778,598,29995,31087,3941,7483132,89257
58_training,OK,sqrt,778,598,29995,15338,3412,4372400,89257
58_training,OK,naive,778,598,29995,357,3782,172640,89257
58_training,OK,precomp,778,598,29995,32880,4163,7483132,89257
58_training,OK,sqrt,778,598,29995,15014,3353,4372400,89257
59_training,OK,naive,351,402,47246,121,4630,51168,110944
59_training,OK,precomp,351,402,47246,6993,3295,1710856,112132
59_training,OK,sqrt,351,402,47246,6317,4246,1072140,111502
59_training,OK,naive,351,402,47246,127,3324,51168,110944
59_training,OK,precomp,351,402,47246,6924,3935,1710856,112132
59_training,OK,sqrt,351,402,47246,3747,2831,1072140,111502
59_training,OK,naive,351,402,47246,114,3119,51168,110944
59_training,OK,precomp,351,402,47246,6458,2977,1710856,112132
59_training,OK,sqrt,351,402,47246,3804,2620,1072140,111502
59_training,OK,naive,351,402,47246,112,3176,51168,110944
59_training,OK,precomp,351,402,47246,6499,3036,1710856,112132
59_training,OK,sqrt,351,402,47246,3752,2640,1072140,111502
60_training,OK,naive,642,506,23982,307,3108,172640,75425
60_training,OK,precomp,642,506,23982,23134,3422,6137764,75641
60_training,OK,sqrt,642,506,23982,12081,3182,3659080,75488
60_training,OK,naive,642,506,23982,302,2971,172640,75425
60_training,OK,precomp,642,506,23982,24610,3575,6137764,75641
60_training,OK,sqrt,642,506,23982,11979,3166,3659080,75488
60_training,OK,naive,642,506,23982,294,2898,172640,75425
60_training,OK,precomp,642,506,23982,22722,3288,6137764,75641
60_training,OK,sqrt,642,506,23982,11630,3026,3659080,75488
60_training,OK,naive,642,506,23982,310,2941,172640,75425
60_training,OK,precomp,642,506,23982,27421,3510,6137764,75641
60_training,OK,sqrt,642,506,23982,12277,3189,3659080,75488
61_training,OK,naive,8386,5444,22536,5407,8648,1310880,87122
61_training,OK,precomp,8386,5444,22536,2708392,10348,176614764,86354
61_training,OK,sqrt,8386,5444,22536,116282,9575,26633792,86819
61_training,OK,naive,8386,5444,22536,3026,8061,1310880,87122
61_training,OK,precomp,8386,5444,22536,2749067,10712,176614764,86354
61_training,OK,sqrt,8386,5444,22536,129089,9449,26633792,86819
61_training,OK,naive,8386,5444,22536,2911,8180,1310880,87122
61_training,OK,precomp,8386,5444,22536,2652324,11216,176614764,86354
61_training,OK,sqrt,8386,5444,22536,128943,12172,26633792,86819
61_training,OK,naive,8386,5444,22536,2972,9339,1310880,87122
61_training,OK,precomp,8386,5444,22536,2642124,9414,176614764,86354
61_training,OK,sqrt,8386,5444,22536,151595,8571,26633792,86819
62_training,OK,naive,7324,5748,29793,3256,10664,1310880,118772
62_training,OK,precomp,7324,5748,29793,3128710,13397,202118496,118518
62_training,OK,sqrt,7324,5748,29793,123267,11770,26766532,118995
62_training,OK,naive,7324,5748,29793,2993,9126,1310880,118772
62_training,OK,precomp,7324,5748,29793,2956499,12568,202118496,118518
62_training,OK,sqrt,7324,5748,29793,171071,12497,26766532,118995
62_training,OK,naive,7324,5748,29793,3855,11110,1310880,118772
62_training,OK,precomp,7324,5748,29793,2926327,13525,202118496,118518
62_training,OK,sqrt,7324,5748,29793,126412,11383,26766532,118995
62_training,OK,naive,7324,5748,29793,8498,31099,1310880,118772
62_training,OK,precomp,7324,5748,29793,2932249,13221,202118496,118518
62_training,OK,sqrt,7324,5748,29793,124942,11106,26766532,118995
63_training,OK,naive,8813,5414,27086,3105,9576,1310880,109613
63_training,OK,precomp,8813,5414,27086,2951860,12246,182620712,108462
63_training,OK,sqrt,8813,5414,27086,143433,10066,26976828,110603
63_training,OK,naive,8813,5414,27086,4190,13114,1310880,109613
63_training,OK,precomp,8813,5414,27086,2749041,11650,182620712,108462
63_training,OK,sqrt,8813,5414,27086,161290,9238,26976828,110603
63_training,OK,naive,8813,5414,27086,3299,19797,1310880,109613
63_training,OK,precomp,8813,5414,27086,2768763,10273,182620712,108462
63_training,OK,sqrt,8813,5414,27086,160188,8750,26976828,110603
63_training,OK,naive,8813,5414,27086,3967,14419,1310880,109613
63_training,OK,precomp,8813,5414,27086,2793571,11230,182620712,108462
63_training,OK,sqrt,8813,5414,27086,134264,12499,26976828,110603
64_training,OK,naive,8407,6119,29851,6353,14717,1966304,120548
64_training,OK,precomp,8407,6119,29851,4649421,15480,322942604,119886
64_training,OK,sqrt,8407,6119,29851,189669,11963,38173104,120698
64_training,OK,naive,8407,6119,29851,3937,9422,1966304,120548
64_training,OK,precomp,8407,6119,29851,4633305,15040,322942604,119886
64_training,OK,sqrt,8407,6119,29851,206004,10858,38173104,120698
64_training,OK,naive,8407,6119,29851,7265,14769,1966304,120548
64_training,OK,precomp,8407,6119,29851,4527253,14450,322942604,119886
64_training,OK,sqrt,8407,6119,29851,241418,12040,38173104,120698
64_training,OK,naive,8407,6119,29851,6134,26199,1966304,120548
64_training,OK,precomp,8407,6119,29851,4547952,15292,322942604,119886
64_training,OK,sqrt,8407,6119,29851,266518,10568,38173104,120698
65_training,OK,naive,6157,5336,37558,2355,10447,873920,137105
65_training,OK,precomp,6157,5336,37558,2312841,9596,161833232,136844
65_training,OK,sqrt,6157,5336,37558,78121,8270,18171028,137335
65_training,OK,naive,6157,5336,37558,1924,10079,873920,137105
65_training,OK,precomp,6157,5336,37558,2299768,11224,161833232,136844
65_training,OK,sqrt,6157,5336,37558,95412,8418,18171028,137335
65_training,OK,naive,6157,5336,37558,2593,15710,873920,137105
65_training,OK,precomp,6157,5336,37558,2293766,9850,161833232,136844
65_training,OK,sqrt,6157,5336,37558,73066,8188,18171028,137335
65_training,OK,naive,6157,5336,37558,1776,10358,873920,137105
65_training,OK,precomp,6157,5336,37558,2223614,9916,161833232,136844
65_training,OK,sqrt,6157,5336,37558,75051,8801,18171028,137335
66_training,OK,naive,3679,2629,24834,2256,7163,873920,81119
66_training,OK,precomp,3679,2629,24834,861165,10869,89758136,80677
66_training,OK,sqrt,3679,2629,24834,83126,7947,19118364,80651
66_training,OK,naive,3679,2629,24834,1978,7448,873920,81119
66_training,OK,precomp,3679,2629,24834,911001,8679,89758136,80677
66_training,OK,sqrt,3679,2629,24834,136741,12414,19118364,80651
66_training,OK,naive,3679,2629,24834,6856,13779,873920,81119
66_training,OK,precomp,3679,2629,24834,921850,8968,89758136,80677
66_training,OK,sqrt,3679,2629,24834,77632,9423,19118364,80651
66_training,OK,naive,3679,2629,24834,2106,7470,873920,81119
66_training,OK,precomp,3679,2629,24834,920278,8956,89758136,80677
66_training,OK,sqrt,3679,2629,24834,85410,8119,19118364,80651
67_training,OK,naive,2242,2441,35608,951,6291,388416,129479
67_training,OK,precomp,2242,2441,35608,328957,7099,30623864,129211
67_training,OK,sqrt,2242,2441,35608,30214,5433,8027132,130319
67_training,OK,naive,2242,2441,35608,1141,7324,388416,129479
67_training,OK,precomp,2242,2441,35608,310106,6898,30623864,129211
67_training,OK,sqrt,2242,2441,35608,29807,5641,8027132,130319
67_training,OK,naive,2242,2441,35608,931,6122,388416,129479
67_training,OK,precomp,2242,2441,35608,312929,6837,30623864,129211
67_training,OK,sqrt,2242,2441,35608,40944,5971,8027132,130319
67_training,OK,naive,2242,2441,35608,1024,6789,388416,129479
67_training,OK,precomp,2242,2441,35608,304918,7528,30623864,129211
67_training,OK,sqrt,2242,2441,35608,32910,6339,8027132,130319
68_training,OK,naive,3654,2326,21122,2128,6057,873920,72568
68_training,OK,precomp,3654,2326,21122,810108,9017,61114624,72600
68_training,OK,sqrt,3654,2326,21122,74794,7095,18258644,72550
68_training,OK,naive,3654,2326,21122,2011,5674,873920,72568
68_training,OK,precomp,3654,2326,21122,649683,8860,61114624,72600
68_training,OK,sqrt,3654,2326,21122,72545,6471,18258644,72550
68_training,OK,naive,3654,2326,21122,2046,8469,873920,72568
68_training,OK,precomp,3654,2326,21122,607838,8570,61114624,72600
68_training,OK,sqrt,3654,2326,21122,106792,6345,18258644,72550
68_training,OK,naive,3654,2326,21122,1954,5702,873920,72568
68_training,OK,precomp,3654,2326,21122,661949,8917,61114624,72600
68_training,OK,sqrt,3654,2326,21122,81846,6393,18258644,72550
69_training,OK,naive,2724,2540,40845,1184,7944,388416,150577
69_training,OK,precomp,2724,2540,40845,555187,8339,50612268,149401
69_training,OK,sqrt,2724,2540,40845,85799,7269,10138608,150259
69_training,OK,naive,2724,2540,40845,1742,12213,388416,150577
69_training,OK,precomp,2724,2540,40845,517503,9144,50612268,149401
69_training,OK,sqrt,2724,2540,40845,61438,19111,10138608,150259
69_training,OK,naive,2724,2540,40845,1231,8892,388416,150577
69_training,OK,precomp,2724,2540,40845,566937,14265,50612268,149401
69_training,OK,sqrt,2724,2540,40845,50310,7493,10138608,150259
69_training,OK,naive,2724,2540,40845,993,8067,388416,150577
69_training,OK,precomp,2724,2540,40845,576944,9280,50612268,149401
69_training,OK,sqrt,2724,2540,40845,85499,7602,10138608,150259
70_training,OK,naive,2533,2553,29177,1422,6792,582624,113667
70_training,OK,precomp,2533,2553,29177,478010,7828,48734164,112575
70_training,OK,sqrt,2533,2553,29177,65380,12413,11943704,112803
70_training,OK,naive,2533,2553,29177,2887,17088,582624,113667
70_training,OK,precomp,2533,2553,29177,503149,8059,48734164,112575
70_training,OK,sqrt,2533,2553,29177,58436,7182,11943704,112803
70_training,OK,naive,2533,2553,29177,2294,14474,582624,113667
70_training,OK,precomp,2533,2553,29177,494291,7696,48734164,112575
70_training,OK,sqrt,2533,2553,29177,49620,6874,11943704,112803
70_training,OK,naive,2533,2553,29177,1287,6866,582624,113667
70_training,OK,precomp,2533,2553,29177,462135,7664,48734164,112575
70_training,OK,sqrt,2533,2553,29177,46993,6436,11943704,112803
71_training,OK,naive,1677,1233,32586,759,4933,388416,104743
71_training,OK,precomp,1677,1233,32586,125609,6292,19132024,104540
71_training,OK,sqrt,1677,1233,32586,29856,4813,7524236,104731
71_training,OK,naive,1677,1233,32586,819,4940,388416,104743
71_training,OK,precomp,1677,1233,32586,130666,7066,19132024,104540
71_training,OK,sqrt,1677,1233,32586,28845,4836,7524236,104731
71_training,OK,naive,1677,1233,32586,684,4934,388416,104743
71_training,OK,precomp,1677,1233,32586,164356,6294,19132024,104540
71_training,OK,sqrt,1677,1233,32586,31425,4438,7524236,104731
71_training,OK,naive,1677,1233,32586,665,4822,388416,104743
71_training,OK,precomp,1677,1233,32586,140091,6120,19132024,104540
71_training,OK,sqrt,1677,1233,32586,27374,4665,7524236,104731
72_training,OK,naive,1553,1383,26773,1574,7067,388416,95415
72_training,OK,precomp,1553,1383,26773,172450,6166,25229640,95400
72_training,OK,sqrt,1553,1383,26773,32580,4980,8301580,95390
72_training,OK,naive,1553,1383,26773,939,4362,388416,95415
72_training,OK,precomp,1553,1383,26773,195927,8576,25229640,95400
72_training,OK,sqrt,1553,1383,26773,31342,4701,8301580,95390
72_training,OK,naive,1553,1383,26773,959,4494,388416,95415
72_training,OK,precomp,1553,1383,26773,220219,6532,25229640,95400
72_training,OK,sqrt,1553,1383,26773,71749,12019,8301580,95390
72_training,OK,naive,1553,1383,26773,3329,12867,388416,95415
72_training,OK,precomp,1553,1383,26773,216846,6196,25229640,95400
72_training,OK,sqrt,1553,1383,26773,34909,4724,8301580,95390
73_training,OK,naive,1708,1221,19155,1168,3807,582624,56432
73_training,OK,precomp,1708,1221,19155,207106,6231,29156496,56433
73_training,OK,sqrt,1708,1221,19155,48999,5535,11987268,56433
73_training,OK,naive,1708,1221,19155,1491,5126,582624,56432
